MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
6433,2012/08/02,2012/08/21,女,4,广州,,CN,38.0,2014/03/31,31,17507,0,0,11562.0,9608.0,32421,21080.92,2014/03/19,4.428571429,2501.0,19,13,19.2,69,0,0,0,0.650224237,13,18,11361,6146,0,0,0,0,17507,6146,0.580645161,0.419354839,0.648903358,0.351039525,0
22568,2010/07/24,2010/07/24,男,4,,北京,CN,33.0,2014/03/31,23,22248,0,0,2640.0,16284.0,25967,21046.64,2014/02/20,2.875,2781.0,199,41,22.31818182,155,0,0,0,0.810514884,3,20,2685,19563,0,0,0,0,22248,19563,0.869565217,0.130434783,0.120679581,0.879275473,0
11476,2007/04/25,2007/05/01,男,4,HAMBURG,,DE,54.0,2014/03/31,23,19065,0,0,9034.0,10868.0,26488,21045.49,2014/02/21,2.875,2383.125,84,40,27.59090909,118,0,0,0,0.7945292209999999,10,13,9108,9957,0,0,0,0,19065,9957,0.565217391,0.434782609,0.477709011,0.52223854,0
13167,2009/06/07,2009/06/07,男,5,,北京,CN,36.0,2014/03/31,23,19131,0,0,4660.0,13529.0,28051,20961.31,2014/03/11,2.875,2391.375,219,21,22.31818182,54,0,0,0,0.747257139,6,17,3328,15803,0,0,0,0,19131,15803,0.739130435,0.260869565,0.17394940399999997,0.825998327,0
3075,2008/02/21,2008/02/21,女,4,JAKARTA,,ID,70.0,2014/03/31,14,12816,0,0,2378.0,9306.0,33773,20945.85,2013/11/22,1.75,1602.0,66,131,41.07692308,290,0,0,0,0.620195126,2,12,2674,10142,0,0,0,0,12816,10142,0.857142857,0.14285714300000002,0.20862916399999998,0.7912928140000001,0
6396,2012/04/23,2012/04/23,男,4,PENANG,,MY,56.0,2014/03/31,7,22663,0,0,16758.0,4904.0,19932,20928.6,2013/05/02,0.875,2832.875,0,335,62.33333333,242,0,0,0,1.05,5,2,15785,6878,0,0,0,0,22663,6878,0.28571428600000004,0.7142857140000001,0.696478998,0.30347688,0
57693,2009/03/02,2009/03/02,男,5,,,JP,56.0,2014/03/31,35,20196,0,0,22223.0,7198.0,23037,20913.2,2014/03/06,4.375,2524.5,0,26,20.73529412,107,0,0,0,0.9078091770000001,24,11,14696,5500,0,0,0,0,20196,5500,0.314285714,0.685714286,0.727632817,0.27231767100000004,0
57693,2009/03/02,2009/03/02,男,5,,,JP,56.0,2014/03/31,35,20196,0,0,22223.0,7198.0,23037,20913.2,2014/03/06,4.375,2524.5,0,26,20.73529412,107,0,0,0,0.9078091770000001,24,11,14696,5500,0,0,0,0,20196,5500,0.314285714,0.685714286,0.727632817,0.27231767100000004,0
13019,2009/04/07,2009/09/16,男,4,广州,广东,CN,,2014/03/31,2,24676,0,0,0.0,11500.0,20272,20880.16,2013/09/26,0.25,3084.5,532,188,11.0,11,8768,23330,0,1.03,0,2,0,24676,0,32098,32098,23330,56774,48006,1.0,0.0,0.0,0.9999594759999999,34
29813,2008/02/25,2009/01/11,男,4,PARIS,,FR,60.0,2014/03/31,7,21571,0,0,11310.0,0.0,26417,20870.05,2013/02/21,0.875,2696.375,90,405,39.33333333,203,0,0,0,0.79002347,7,0,21571,0,0,0,0,0,21571,0,0.0,1.0,0.9999536440000001,0.0,0
39280,2012/07/12,2012/07/23,男,4,,,ID,50.0,2014/03/31,5,21735,0,0,19213.0,7100.0,17675,20856.5,2014/03/17,0.7142857140000001,3105.0,11,15,150.75,481,0,0,0,1.18,4,1,17388,4347,0,0,0,0,21735,4347,0.2,0.8,0.799963195,0.199990799,0
39280,2012/07/12,2012/07/23,男,4,,,ID,50.0,2014/03/31,5,21735,0,0,19213.0,7100.0,17675,20856.5,2014/03/17,0.7142857140000001,3105.0,11,15,150.75,481,0,0,0,1.18,4,1,17388,4347,0,0,0,0,21735,4347,0.2,0.8,0.799963195,0.199990799,0
57335,2012/03/12,2012/03/12,男,4,JAKARTA,,ID,37.0,2014/03/31,7,15601,0,0,19204.0,0.0,24103,20841.05,2012/10/06,0.875,1950.125,9,543,29.83333333,81,0,0,0,0.864666224,7,0,15601,0,0,0,0,0,15601,0,0.0,1.0,0.9999359059999999,0.0,0
21826,2008/11/05,2008/11/07,男,4,JAMSHOG,,SE,60.0,2014/03/31,39,24100,0,0,15146.0,13691.0,29175,20833.5,2014/02/16,4.875,3012.5,24,45,17.42105263,88,0,0,0,0.714087404,21,18,12298,11802,0,0,0,0,24100,11802,0.46153846200000004,0.538461538,0.510269283,0.489689225,0
24164,2011/11/22,2012/01/22,男,4,FUKUYAMA,,JP,64.0,2014/03/31,20,17298,0,0,13967.0,26201.0,24875,20828.5,2014/03/01,2.5,2162.25,211,31,25.73684211,149,0,0,0,0.837326633,8,12,5596,11702,0,0,0,0,17298,11702,0.6,0.4,0.323486907,0.6764552859999999,0
1882,2012/12/21,2013/09/13,男,4,ROTTERDAM,,NL,61.0,2014/03/31,2,24428,0,0,0.0,11700.0,20188,20793.64,2013/10/31,0.333333333,4071.333333,266,153,48.0,48,0,0,0,1.03,0,2,0,24428,0,0,0,0,24428,24428,1.0,0.0,0.0,0.999959065,0
37537,2011/04/05,2011/04/22,女,4,DEURNE,,NL,52.0,2014/03/31,2,24428,0,0,5850.0,5850.0,20188,20793.64,2013/04/29,0.25,3053.5,211,338,182.0,182,0,0,0,1.03,1,1,12214,12214,0,0,0,0,24428,12214,0.5,0.5,0.499979533,0.499979533,0
42059,2011/11/28,2012/10/07,女,4,,,NL,49.0,2014/03/31,2,24428,0,0,5850.0,5850.0,20188,20793.64,2013/06/03,0.25,3053.5,189,303,239.0,239,0,0,0,1.03,1,1,12214,12214,0,0,0,0,24428,12214,0.5,0.5,0.499979533,0.499979533,0
42059,2011/11/28,2012/10/07,女,4,,,NL,49.0,2014/03/31,2,24428,0,0,5850.0,5850.0,20188,20793.64,2013/06/03,0.25,3053.5,189,303,239.0,239,0,0,0,1.03,1,1,12214,12214,0,0,0,0,24428,12214,0.5,0.5,0.499979533,0.499979533,0
55748,2012/03/20,2012/10/22,女,4,LOON OP ZAND,,NL,32.0,2014/03/31,2,24428,0,0,11700.0,0.0,20188,20793.64,2012/10/29,0.25,3053.5,204,520,7.0,7,0,0,0,1.03,2,0,24428,0,0,0,0,0,24428,0,0.0,1.0,0.999959065,0.0,0
57273,2010/02/02,2010/02/02,男,4,NAGANO,,JP,54.0,2014/03/31,11,20663,0,0,11742.0,10890.0,27549,20776.53,2013/11/07,1.375,2582.875,32,146,55.3,178,0,996,1,0.7541663940000001,5,6,10581,10082,0,996,996,996,21659,11078,0.545454545,0.454545455,0.512049942,0.487901665,3
46884,2012/09/02,2012/10/13,男,4,AlPHARETTA,,US,49.0,2014/03/31,15,18331,0,0,6196.0,6744.0,23240,20752.78,2013/07/11,2.142857143,2618.714286,41,265,19.35714286,84,0,376,0,0.892976764,8,7,8969,9362,0,376,376,376,18707,9738,0.46666666700000003,0.533333333,0.489253764,0.510691687,1
38030,2004/12/29,2005/08/05,男,4,上海市,,CN,41.0,2014/03/31,15,20496,0,0,5851.0,8430.0,23223,20743.76,2014/01/16,1.875,2562.0,27,76,44.85714286,199,0,0,0,0.893242045,11,4,8980,11516,0,0,0,0,20496,11516,0.26666666699999997,0.7333333329999999,0.438112895,0.561838318,0
2180,2005/05/19,2006/01/13,男,6,,北京,CN,37.0,2014/03/31,32,21320,0,1104,690.0,19791.0,22840,20704.74,2014/03/23,4.0,2665.0,84,9,20.58064516,336,1500,0,1,0.9065122590000001,1,31,646,20674,1104,1500,2604,1104,23924,21778,0.96875,0.03125,0.030298766,0.969654331,2
19124,2006/12/11,2008/09/05,男,4,广州,广东,CN,,2014/03/31,14,16729,0,0,3695.0,10348.0,36487,20683.54,2013/12/03,1.75,2091.125,29,120,44.76923077,288,0,0,1,0.566874229,4,10,2857,13872,0,0,0,0,16729,13872,0.7142857140000001,0.28571428600000004,0.17077107,0.829169157,1
45961,2006/10/25,2009/08/09,男,4,沈阳市,,CN,35.0,2014/03/31,18,16353,0,0,9890.0,8753.0,31780,20645.91,2013/12/20,2.25,2044.125,2,103,36.82352941,164,9159,8925,2,0.649651038,11,7,9886,6467,0,18084,18084,8925,34437,15392,0.38888888899999996,0.611111111,0.6045004279999999,0.395438425,41
56095,2004/11/30,2010/10/07,男,4,北京市,,CN,52.0,2014/03/31,14,21886,0,0,5196.0,12528.0,25862,20590.28,2014/03/31,1.75,2735.75,14,1,55.07692308,189,0,800,0,0.796159616,5,9,5694,16192,0,800,800,800,22686,16992,0.642857143,0.35714285700000004,0.26015443,0.7397998809999999,1
26988,2006/06/04,2006/06/04,男,4,天津市,,CN,46.0,2014/03/31,27,17727,0,0,7245.0,8527.0,31487,20590.01,2014/03/07,3.375,2215.875,13,25,26.65384615,111,0,0,0,0.653920983,14,13,8645,9082,0,0,0,0,17727,9082,0.481481481,0.518518519,0.48764666100000004,0.5122969310000001,0
10405,2010/09/10,2010/10/12,男,4,,上海,CN,42.0,2014/03/31,18,17986,0,0,1680.0,3052.0,26612,20546.95,2014/03/06,2.25,2248.25,10,26,40.88235294,307,0,0,2,0.772093417,10,8,13350,4636,0,0,0,0,17986,4636,0.444444444,0.5555555560000001,0.742202702,0.257741702,2
51834,2012/09/15,2012/09/15,男,4,,,TW,53.0,2014/03/31,33,15284,0,0,4834.0,12353.0,32936,20537.18,2014/03/21,4.714285714,2183.428571,0,11,17.28125,61,0,0,2,0.623548093,10,23,5722,9562,0,0,0,0,15284,9562,0.696969697,0.303030303,0.37435394200000005,0.625580635,2
51834,2012/09/15,2012/09/15,男,4,,,TW,53.0,2014/03/31,33,15284,0,0,4834.0,12353.0,32936,20537.18,2014/03/21,4.714285714,2183.428571,0,11,17.28125,61,0,0,2,0.623548093,10,23,5722,9562,0,0,0,0,15284,9562,0.696969697,0.303030303,0.37435394200000005,0.625580635,2
46593,2011/05/30,2011/12/02,男,4,,北京市,CN,44.0,2014/03/31,17,20422,0,0,10107.0,7830.0,26008,20515.33,2014/03/05,2.125,2552.75,94,27,38.125,206,0,0,0,0.788808444,8,9,11962,8460,0,0,0,0,20422,8460,0.529411765,0.470588235,0.585712187,0.414238848,0
28409,2010/03/12,2012/02/03,男,4,上海,,CN,39.0,2014/03/31,18,17774,0,0,3103.0,5525.0,26807,20487.66,2014/03/11,2.25,2221.75,23,21,40.41176471,259,0,0,0,0.764265304,9,9,8749,9025,0,0,0,0,17774,9025,0.5,0.5,0.49220815799999995,0.507735584,0
39244,2008/08/11,2008/09/17,男,4,,重庆,CN,56.0,2014/03/31,20,12081,0,0,10022.0,5409.0,34368,20460.87,2014/03/31,2.5,1510.125,10,1,37.89473684,159,0,0,0,0.595346543,12,8,8136,3945,0,0,0,0,12081,3945,0.4,0.6,0.673398444,0.326518788,0
32030,2012/03/09,2012/03/09,男,4,OTA-SHI,GUMMA-KEN,JP,,2014/03/31,10,21160,0,0,21218.0,994.0,23119,20445.4,2013/06/15,1.25,2645.0,113,291,36.33333333,195,0,0,0,0.88435486,9,1,20073,1087,0,0,0,0,21160,1087,0.1,0.9,0.94858466,0.051368082999999995,0
43575,2013/03/24,2013/03/24,男,4,,,CN,60.0,2014/03/31,18,13799,0,0,3482.0,13525.0,31612,20439.54,2014/02/26,3.6,2759.8,0,35,19.94117647,93,0,0,0,0.646575351,4,14,2797,11002,0,0,0,0,13799,11002,0.7777777779999999,0.222222222,0.20268115899999997,0.797246377,0
43575,2013/03/24,2013/03/24,男,4,,,CN,60.0,2014/03/31,18,13799,0,0,3482.0,13525.0,31612,20439.54,2014/02/26,3.6,2759.8,0,35,19.94117647,93,0,0,0,0.646575351,4,14,2797,11002,0,0,0,0,13799,11002,0.7777777779999999,0.222222222,0.20268115899999997,0.797246377,0
61177,2012/11/30,2012/12/06,男,4,,,AU,17.0,2014/03/31,5,20097,0,0,7250.0,4400.0,28427,20425.8,2014/01/28,0.833333333,3349.5,6,64,104.5,360,0,0,0,0.718535195,2,3,14998,5099,0,0,0,0,20097,5099,0.6,0.4,0.746243407,0.253706837,0
61177,2012/11/30,2012/12/06,男,4,,,AU,17.0,2014/03/31,5,20097,0,0,7250.0,4400.0,28427,20425.8,2014/01/28,0.833333333,3349.5,6,64,104.5,360,0,0,0,0.718535195,2,3,14998,5099,0,0,0,0,20097,5099,0.6,0.4,0.746243407,0.253706837,0
22045,2009/02/17,2009/06/29,男,4,大连,辽宁,CN,,2014/03/31,26,14610,0,0,10770.0,11325.0,31443,20402.02,2013/12/11,3.25,1826.25,24,112,23.8,100,0,0,1,0.648857297,11,15,4339,10271,0,0,0,0,14610,10271,0.576923077,0.423076923,0.296968038,0.7029635209999999,1
39012,2008/06/05,2008/06/05,男,4,,,TW,50.0,2014/03/31,19,15910,0,0,12885.0,1974.0,27120,20398.8,2013/07/18,2.375,1988.75,11,258,25.66666667,84,0,0,0,0.752168142,17,2,14044,1866,0,0,0,0,15910,1866,0.10526315800000001,0.894736842,0.882659795,0.117277355,0
39012,2008/06/05,2008/06/05,男,4,,,TW,50.0,2014/03/31,19,15910,0,0,12885.0,1974.0,27120,20398.8,2013/07/18,2.375,1988.75,11,258,25.66666667,84,0,0,0,0.752168142,17,2,14044,1866,0,0,0,0,15910,1866,0.10526315800000001,0.894736842,0.882659795,0.117277355,0
19236,2007/02/22,2007/05/06,男,4,JAKARTA-UTARA,,ID,48.0,2014/03/31,12,15736,0,0,7122.0,6356.0,29166,20386.51,2014/03/16,1.5,1967.0,41,16,61.27272727,183,0,0,0,0.698982034,7,5,8186,7550,0,0,0,0,15736,7550,0.41666666700000005,0.583333333,0.520175383,0.479761073,0
16657,2009/05/17,2009/05/24,男,4,,吉林,CN,41.0,2014/03/31,18,16719,0,0,9959.0,7156.0,26424,20386.31,2013/09/27,2.25,2089.875,87,187,26.88235294,117,0,0,0,0.771507342,10,8,10824,5895,0,0,0,0,16719,5895,0.444444444,0.5555555560000001,0.647368421,0.35257177,0
40797,2010/09/26,2010/09/26,女,4,,,JP,63.0,2014/03/31,11,17144,0,0,12181.0,9368.0,25672,20384.0,2014/03/15,1.375,2143.0,132,17,58.2,269,0,1630,0,0.794016828,6,5,11846,5298,0,1630,1630,1630,18774,6928,0.454545455,0.545454545,0.6909303000000001,0.309011374,1
40797,2010/09/26,2010/09/26,女,4,,,JP,63.0,2014/03/31,11,17144,0,0,12181.0,9368.0,25672,20384.0,2014/03/15,1.375,2143.0,132,17,58.2,269,0,1630,0,0.794016828,6,5,11846,5298,0,1630,1630,1630,18774,6928,0.454545455,0.545454545,0.6909303000000001,0.309011374,1
44852,2006/04/15,2006/04/15,男,4,HRB,,CN,,2014/03/31,14,14142,0,0,7527.0,9837.0,33010,20375.82,2013/09/08,1.75,1767.75,51,206,36.46153846,125,0,0,0,0.617262042,5,9,5969,8173,0,0,0,0,14142,8173,0.642857143,0.35714285700000004,0.422046242,0.577883052,0
44852,2006/04/15,2006/04/15,男,4,HRB,,CN,,2014/03/31,14,14142,0,0,7527.0,9837.0,33010,20375.82,2013/09/08,1.75,1767.75,51,206,36.46153846,125,0,0,0,0.617262042,5,9,5969,8173,0,0,0,0,14142,8173,0.642857143,0.35714285700000004,0.422046242,0.577883052,0
51291,2011/08/08,2011/08/08,男,4,,,HK,54.0,2014/03/31,17,14188,0,0,10439.0,5003.0,33978,20362.29,2013/08/23,2.125,1773.5,23,222,30.375,103,0,0,0,0.599278651,12,5,10210,3978,0,0,0,0,14188,3978,0.294117647,0.705882353,0.7195714990000001,0.280358024,0
51291,2011/08/08,2011/08/08,男,4,,,HK,54.0,2014/03/31,17,14188,0,0,10439.0,5003.0,33978,20362.29,2013/08/23,2.125,1773.5,23,222,30.375,103,0,0,0,0.599278651,12,5,10210,3978,0,0,0,0,14188,3978,0.294117647,0.705882353,0.7195714990000001,0.280358024,0
54696,2006/03/10,2007/10/01,男,4,广州,广东,CN,,2014/03/31,24,15214,0,0,10844.0,6575.0,29565,20355.89,2014/03/30,3.0,1901.75,1,2,31.65217391,146,3182,4744,1,0.688513107,16,8,9175,6039,0,7926,7926,4744,23140,10783,0.333333333,0.666666667,0.603023332,0.39691094299999996,20
11159,2005/05/12,2005/07/21,男,4,香港,,HK,51.0,2014/03/31,19,18976,0,0,13432.0,5750.0,28539,20320.31,2014/03/27,2.375,2372.0,12,5,39.66666667,187,0,0,0,0.7120189920000001,12,7,13277,5699,0,0,0,0,18976,5699,0.36842105299999994,0.6315789470000001,0.699636402,0.300310903,0
35237,2013/01/01,2013/05/29,男,4,北京,,CN,39.0,2014/03/31,27,21610,0,0,0.0,20583.0,23960,20213.95,2014/03/01,5.4,4322.0,148,31,10.65384615,35,0,1008,0,0.843654007,0,27,0,21610,0,1008,1008,1008,22618,22618,1.0,0.0,0.0,0.9999537270000001,1
5329,2011/08/18,2011/11/11,男,4,广州市,,CN,28.0,2014/03/31,19,14333,0,0,12769.0,3017.0,31313,20198.78,2013/11/25,2.375,1791.625,30,128,31.83333333,126,0,5611,1,0.645060518,12,7,10669,3664,0,5611,5611,5611,19944,9275,0.36842105299999994,0.6315789470000001,0.744314218,0.255616018,14
1378,2010/03/19,2010/03/22,男,4,,上海市,CN,47.0,2014/03/31,17,16917,0,0,5810.0,10993.0,28581,20158.59,2014/03/01,2.125,2114.625,101,31,37.4375,101,0,0,0,0.70531437,7,10,6646,10271,0,0,0,0,16917,10271,0.588235294,0.41176470600000004,0.392836033,0.607104859,1
45887,2006/09/20,2007/07/14,男,4,,,SG,45.0,2014/03/31,26,12163,0,0,5272.0,13827.0,36114,20153.94,2014/03/26,3.25,1520.375,22,6,28.12,162,0,0,0,0.558064463,8,18,2872,9291,0,0,0,0,12163,9291,0.692307692,0.307692308,0.23610654399999997,0.7638112459999999,0
45887,2006/09/20,2007/07/14,男,4,,,SG,45.0,2014/03/31,26,12163,0,0,5272.0,13827.0,36114,20153.94,2014/03/26,3.25,1520.375,22,6,28.12,162,0,0,0,0.558064463,8,18,2872,9291,0,0,0,0,12163,9291,0.692307692,0.307692308,0.23610654399999997,0.7638112459999999,0
38034,2004/12/26,2005/03/06,男,4,上海市,,CN,53.0,2014/03/31,27,13507,0,0,5159.0,6029.0,33970,20142.09,2014/03/27,3.375,1688.375,3,5,27.80769231,119,0,0,1,0.5929375920000001,13,14,7919,5588,0,0,0,0,13507,5588,0.518518519,0.481481481,0.5862451879999999,0.413680782,1
41218,2011/04/18,2011/04/18,男,4,北京,,CN,28.0,2014/03/31,20,17855,0,0,8648.0,9289.0,27029,20073.47,2013/09/29,2.5,2231.875,159,185,20.36842105,107,0,830,0,0.7426641759999999,10,10,7379,10476,0,830,830,830,18685,11306,0.5,0.5,0.413250448,0.586693548,2
11256,2005/07/31,2005/08/29,男,4,,北京,CN,55.0,2014/03/31,16,17618,0,0,9311.0,8959.0,32278,20026.27,2013/11/10,2.0,2202.25,58,143,35.33333333,79,3105,0,3,0.620430944,9,7,7504,10114,0,3105,3105,0,20723,10114,0.4375,0.5625,0.42590385399999997,0.574039389,6
31305,2010/07/01,2010/08/15,男,6,广州,,CN,45.0,2014/03/31,9,20135,0,0,12910.0,4437.0,16891,20023.57,2014/02/20,1.125,2516.875,18,41,84.0,395,0,0,0,1.185457936,7,2,14793,5342,0,0,0,0,20135,5342,0.222222222,0.7777777779999999,0.73465435,0.265295987,0
379,2012/05/29,2012/06/10,男,4,,北京,CN,33.0,2014/03/31,21,16858,0,0,10233.0,8949.0,29931,20002.72,2013/10/14,2.625,2107.25,12,170,24.55,79,1702,237,2,0.66829441,12,9,7518,9340,0,1939,1939,237,18797,9577,0.428571429,0.571428571,0.44593392299999995,0.554006762,18
12249,2008/05/11,2012/09/18,男,4,广州,广东,CN,,2014/03/31,16,17489,0,0,6378.0,11645.0,26062,19911.68,2014/02/02,2.0,2186.125,170,59,33.46666667,172,0,0,0,0.764011971,7,9,5351,12138,0,0,0,0,17489,12138,0.5625,0.4375,0.305946255,0.6939965690000001,0
58977,2010/11/05,2010/11/05,男,4,OXFORD,,UK,42.0,2014/03/31,9,15224,0,0,13883.0,5415.0,16968,19879.85,2013/05/05,1.125,1903.0,57,332,42.75,158,0,0,0,1.171608322,7,2,10395,4829,0,0,0,0,15224,4829,0.222222222,0.7777777779999999,0.682758621,0.317175698,0
626,2006/03/23,2006/04/19,男,6,,上海,CN,40.0,2014/03/31,11,18891,0,0,1215.0,17186.0,14199,19836.66,2014/02/24,1.375,2361.375,245,37,44.9,205,0,0,1,1.397046271,1,10,1014,17877,0,0,0,0,18891,17877,0.9090909090000001,0.090909091,0.053673513,0.946273555,1
48224,2012/03/12,2012/04/13,男,4,深圳,,CN,40.0,2014/03/31,16,19601,0,0,10423.0,8123.0,23803,19815.77,2014/2/29  0:00:00,2.0,2450.125,12,32,45.8,152,0,0,0,0.832490442,8,8,10772,8829,0,0,0,0,19601,8829,0.5,0.5,0.549535762,0.450413223,0
7652,2010/03/03,2010/03/03,男,4,北京,,CN,37.0,2014/03/31,17,19719,0,0,7910.0,9367.0,27330,19757.64,2013/12/11,2.125,2464.875,19,112,37.5,167,11436,1399,1,0.72292865,8,9,6968,12751,0,12835,12835,1399,32554,14150,0.529411765,0.470588235,0.35334685600000004,0.646602434,22
20709,2007/09/27,2007/09/27,男,4,,,HK,52.0,2014/03/31,15,15887,0,0,12558.0,3585.0,27933,19742.73,2013/10/04,1.875,1985.875,8,180,38.78571429,172,0,0,0,0.706788744,12,3,13713,2174,0,0,0,0,15887,2174,0.2,0.8,0.86310423,0.13683283,0
20709,2007/09/27,2007/09/27,男,4,,,HK,52.0,2014/03/31,15,15887,0,0,12558.0,3585.0,27933,19742.73,2013/10/04,1.875,1985.875,8,180,38.78571429,172,0,0,0,0.706788744,12,3,13713,2174,0,0,0,0,15887,2174,0.2,0.8,0.86310423,0.13683283,0
22589,2010/03/09,2010/03/09,男,4,TOKYO,,JP,56.0,2014/03/31,17,18109,0,0,11511.0,15696.0,29323,19723.0,2013/12/21,2.125,2263.625,143,102,30.375,130,0,2114,3,0.6726119429999999,4,13,6544,11565,0,2114,2114,2114,20223,13679,0.764705882,0.235294118,0.361347322,0.63859746,4
13808,2012/01/24,2012/01/24,女,4,广州市,,CN,28.0,2014/03/31,23,14623,0,0,9592.0,8082.0,31509,19674.79,2014/02/14,2.875,1827.875,10,47,30.63636364,113,0,5648,1,0.624418103,15,8,8060,6563,0,5648,5648,5648,20271,12211,0.347826087,0.6521739129999999,0.551148796,0.448782823,20
2990,2008/01/15,2008/09/24,男,4,,上海,CN,35.0,2014/03/31,18,18671,0,0,11140.0,6467.0,32111,19669.58,2014/03/10,2.25,2333.875,20,22,40.52941176,308,7000,0,3,0.612549594,12,6,12646,6025,0,7000,7000,0,25671,6025,0.333333333,0.666666667,0.67727078,0.322675664,7
2390,2005/11/20,2005/11/20,男,4,,北京,CN,49.0,2014/03/31,16,18129,0,0,12636.0,6510.0,14103,19659.09,2014/03/26,2.0,2266.125,12,6,47.53333333,147,888,0,0,1.393965114,11,5,9900,8229,0,888,888,0,19017,8229,0.3125,0.6875,0.54605626,0.45388858200000004,1
40453,2010/01/06,2013/06/11,男,5,温州,,CN,50.0,2014/03/31,4,23085,0,0,0.0,26176.0,18435,19650.44,2013/12/23,0.5,2885.625,436,100,65.0,131,0,0,0,1.065931109,0,4,0,23085,0,0,0,0,23085,23085,1.0,0.0,0.0,0.999956684,0
55220,2007/03/27,2007/09/29,男,4,台北,,TW,52.0,2014/03/31,19,12964,0,0,10081.0,6680.0,32668,19615.11,2013/11/17,2.375,1620.5,42,136,30.72222222,94,0,0,1,0.6004380429999999,11,8,8482,4482,0,0,0,0,12964,4482,0.42105263200000004,0.578947368,0.6542229079999999,0.345699961,1
13322,2010/10/22,2010/10/24,男,5,,广西,CN,70.0,2014/03/31,39,19172,0,0,9966.0,11522.0,22464,19612.03,2014/03/31,4.875,2396.5,11,1,18.92105263,67,0,0,0,0.8730426459999999,18,21,10272,8900,0,0,0,0,19172,8900,0.538461538,0.46153846200000004,0.535753403,0.46419444,0
30952,2009/04/05,2009/04/05,男,4,,,CN,47.0,2014/03/31,15,17145,0,0,0.0,13703.0,27163,19610.63,2014/03/25,1.875,2143.125,385,7,24.21428571,119,0,0,0,0.721961124,0,15,0,17145,0,0,0,0,17145,17145,1.0,0.0,0.0,0.999941677,0
30952,2009/04/05,2009/04/05,男,4,,,CN,47.0,2014/03/31,15,17145,0,0,0.0,13703.0,27163,19610.63,2014/03/25,1.875,2143.125,385,7,24.21428571,119,0,0,0,0.721961124,0,15,0,17145,0,0,0,0,17145,17145,1.0,0.0,0.0,0.999941677,0
2849,2007/11/09,2008/09/07,男,4,,,SG,54.0,2014/03/31,11,10976,0,0,9859.0,2300.0,29332,19602.82,2014/02/17,1.375,1372.0,2,44,68.5,540,0,0,0,0.6683083320000001,9,2,8876,2100,0,0,0,0,10976,2100,0.181818182,0.818181818,0.8085998000000001,0.191309101,0
2849,2007/11/09,2008/09/07,男,4,,,SG,54.0,2014/03/31,11,10976,0,0,9859.0,2300.0,29332,19602.82,2014/02/17,1.375,1372.0,2,44,68.5,540,0,0,0,0.6683083320000001,9,2,8876,2100,0,0,0,0,10976,2100,0.181818182,0.818181818,0.8085998000000001,0.191309101,0
3671,2008/09/10,2009/11/10,男,4,REDONDO BEACH,,US,47.0,2014/03/31,2,23264,0,0,7020.0,0.0,24464,19571.2,2012/08/29,0.25,2908.0,138,581,12.0,12,0,0,0,0.8,2,0,23264,0,0,0,0,0,23264,0,0.0,1.0,0.9999570170000001,0.0,0
3913,2009/03/30,2010/06/08,男,4,北京,,CN,36.0,2014/03/31,19,19426,0,0,6333.0,14472.0,21567,19522.52,2014/03/12,2.375,2428.25,58,20,36.27777778,135,0,0,0,0.90520332,7,12,5796,13630,0,0,0,0,19426,13630,0.6315789470000001,0.36842105299999994,0.29834766,0.701600865,0
12744,2009/03/07,2009/03/07,女,4,,,UK,37.0,2014/03/31,6,10004,0,0,7986.0,0.0,27602,19512.5,2012/12/01,0.75,1250.5,85,487,31.8,138,0,0,0,0.7069234109999999,6,0,10004,0,0,0,0,0,10004,0,0.0,1.0,0.99990005,0.0,0
12744,2009/03/07,2009/03/07,女,4,,,UK,37.0,2014/03/31,6,10004,0,0,7986.0,0.0,27602,19512.5,2012/12/01,0.75,1250.5,85,487,31.8,138,0,0,0,0.7069234109999999,6,0,10004,0,0,0,0,0,10004,0,0.0,1.0,0.99990005,0.0,0
53315,2010/04/10,2010/04/16,男,4,上海,,CN,30.0,2014/03/31,9,16674,0,0,9558.0,4396.0,29041,19491.83,2013/11/08,1.125,2084.25,27,145,69.875,145,0,0,0,0.671183155,7,2,11566,5108,0,0,0,0,16674,5108,0.222222222,0.7777777779999999,0.693613193,0.306326837,0
